symbol,date,open,high,low,close,volume,change,changePercent,vwap
JPM,2024-06-21,196.71,197.17,194.22,196.3,20972500,-0.41,-0.20843,196.1
JPM,2024-06-24,197.81,199.23,197.1,198.88,9785929,1.07,0.54092,198.255
JPM,2024-06-25,198.09,200.07,197.74,198.07,6915909,-0.02,-0.01009642,198.4925
JPM,2024-06-26,197.45,197.94,196.28,197.43,7758600,-0.02,-0.01012915,197.275
JPM,2024-06-27,197.44,199.86,196.9,199.17,7913500,1.73,0.87622,198.3425
JPM,2024-06-28,200.01,202.6,199.3,202.26,15307616,2.25,1.12,201.0425
JPM,2024-07-01,202.84,207.09,202.66,205.45,10205836,2.61,1.29,204.51
JPM,2024-07-02,205.29,208.86,204.77,208.83,7802936,3.54,1.72,206.9375
JPM,2024-07-03,209.55,210.38,207.65,208.69,5560925,-0.86,-0.4104,209.0675
JPM,2024-07-05,206.99,207.37,204.52,204.79,8093100,-2.2,-1.06,205.9175
JPM,2024-07-08,205.04,206.9,203.97,205.17,8707000,0.13,0.06340226,205.27
JPM,2024-07-09,205.63,209.76,205.45,207.63,9060258,2.0,0.97262,207.1175
JPM,2024-07-10,206.14,207.97,205.58,207.8,8328500,1.66,0.80528,206.8725
JPM,2024-07-11,206.21,208.1,205.38,207.45,10666937,1.24,0.60133,206.785
JPM,2024-07-12,204.0,207.45,202.1,204.94,15443441,0.94,0.46078,204.6225
JPM,2024-07-15,207.19,211.61,206.72,210.05,10719700,2.86,1.38,208.8925
JPM,2024-07-16,210.0,213.74,208.08,213.62,11557018,3.62,1.72,211.36
JPM,2024-07-17,213.8,217.56,213.27,216.87,11572500,3.07,1.44,215.375
JPM,2024-07-18,215.63,216.64,209.24,209.98,12415125,-5.65,-2.62,212.8725
JPM,2024-07-19,211.2,212.35,208.92,209.78,8095900,-1.42,-0.67235,210.5625
JPM,2024-07-22,210.46,212.17,209.71,210.28,7663223,-0.18,-0.08552694,210.655
JPM,2024-07-23,211.02,211.48,209.35,210.33,5557300,-0.69,-0.32698,210.545
JPM,2024-07-24,209.55,212.03,208.07,208.59,7119000,-0.96,-0.45812,209.56
JPM,2024-07-25,208.65,210.19,208.05,208.67,6403800,0.02,0.00958543,208.89
JPM,2024-07-26,209.24,213.16,208.62,212.24,8027800,3.0,1.43,210.815
JPM,2024-07-29,212.65,213.61,210.55,210.85,6533636,-1.8,-0.84646,211.915
JPM,2024-07-30,213.23,215.79,212.96,215.19,8850705,1.96,0.9192,214.2925
JPM,2024-07-31,214.78,216.39,212.67,212.8,9071637,-1.98,-0.92187,214.16
JPM,2024-08-01,213.2,213.83,206.38,207.96,10918644,-5.24,-2.46,210.3425
JPM,2024-08-02,203.88,204.67,196.89,199.14,18041700,-4.74,-2.32,201.145
JPM,2024-08-05,194.05,196.17,190.9,194.9,13927000,0.85,0.43803,194.005
JPM,2024-08-06,195.4,202.6,194.0,200.34,10605800,4.94,2.53,198.085
JPM,2024-08-07,203.51,205.75,200.2,200.4,9204434,-3.11,-1.53,202.465
JPM,2024-08-08,202.47,204.91,201.79,204.06,7761200,1.59,0.7853,203.3075
JPM,2024-08-09,203.47,206.47,202.9,205.8,5540240,2.33,1.15,204.66
JPM,2024-08-12,206.41,207.14,203.66,206.19,6936000,-0.22,-0.10658,205.85
JPM,2024-08-13,207.73,208.09,205.4,207.94,6387942,0.21,0.10109,207.29
JPM,2024-08-14,207.74,210.76,207.12,210.24,6999809,2.5,1.2,208.965
JPM,2024-08-15,213.0,213.89,211.1,211.55,7001005,-1.45,-0.68075,212.385
JPM,2024-08-16,211.69,214.09,211.59,213.97,7931234,2.28,1.08,212.835
JPM,2024-08-19,214.0,215.53,213.82,215.45,6090818,1.45,0.67757,214.7
JPM,2024-08-20,215.0,216.0,213.68,214.52,5640223,-0.48,-0.22326,214.8
JPM,2024-08-21,214.43,215.0,212.84,214.6,5202472,0.17,0.07927995,214.2175
JPM,2024-08-22,214.58,216.8,214.34,216.63,5247100,2.05,0.95535,215.5875
JPM,2024-08-23,217.6,219.19,216.5,218.31,7214000,0.71,0.32629,217.9
JPM,2024-08-26,219.01,219.68,218.05,219.17,5105245,0.16,0.07305602,218.9775
JPM,2024-08-27,219.51,220.42,219.19,220.18,5185221,0.67,0.30523,219.825
JPM,2024-08-28,219.25,222.21,219.19,221.29,6506402,2.04,0.93044,220.485
JPM,2024-08-29,222.15,222.98,218.94,222.21,6416149,0.06,0.02700878,221.57
JPM,2024-08-30,222.5,225.48,221.93,224.8,8574128,2.3,1.03,223.6775
JPM,2024-09-03,222.3,224.1,219.24,220.3,8956100,-2.0,-0.89969,221.485
JPM,2024-09-04,221.04,222.07,217.21,219.33,7389500,-1.71,-0.77362,219.9125
JPM,2024-09-05,220.15,220.8,216.03,217.63,8067900,-2.52,-1.14,218.6525
JPM,2024-09-06,217.6,218.74,211.09,212.46,7777000,-5.14,-2.36,214.9725
JPM,2024-09-09,215.19,218.15,214.18,216.81,8935100,1.62,0.75282,216.0825
JPM,2024-09-10,218.6,218.64,200.61,205.56,28406903,-13.04,-5.97,210.8525
JPM,2024-09-11,205.25,207.7,201.83,207.23,13658743,1.98,0.96468,205.5025
JPM,2024-09-12,207.65,208.78,204.89,206.6,9055800,-1.05,-0.50566,206.98
JPM,2024-09-13,206.86,207.85,203.02,204.32,10226700,-2.54,-1.23,205.5125
JPM,2024-09-16,205.83,208.21,205.59,207.86,8634936,2.03,0.98625,206.8725
JPM,2024-09-17,207.73,209.93,207.66,209.25,7573345,1.52,0.73172,208.6425
JPM,2024-09-18,209.01,211.34,206.7,207.53,8259900,-1.48,-0.7081,208.645
JPM,2024-09-19,209.78,211.91,207.34,210.48,11635200,0.7,0.33368,209.8775
JPM,2024-09-20,209.93,211.42,209.5,211.09,20885000,1.16,0.55257,210.485
JPM,2024-09-23,211.0,211.8,209.99,211.44,7223500,0.44,0.20853,211.0575
JPM,2024-09-24,211.15,212.95,210.37,211.59,7323239,0.44,0.20838,211.515
JPM,2024-09-25,211.68,212.24,208.61,210.19,8976520,-1.49,-0.70389,210.68
JPM,2024-09-26,211.13,211.7,209.01,209.78,7807500,-1.35,-0.63942,210.405
JPM,2024-09-27,210.65,212.44,209.33,210.5,7032500,-0.15,-0.07120817,210.73
JPM,2024-09-30,206.31,210.96,205.26,210.86,8668314,4.55,2.21,208.3475
JPM,2024-10-01,208.9,209.09,206.19,207.04,8540100,-1.86,-0.89038,207.805
JPM,2024-10-02,207.08,208.95,205.69,207.29,5810931,0.21,0.10141,207.2525
JPM,2024-10-03,206.17,206.49,204.34,205.23,7251325,-0.94,-0.45593,205.5575
JPM,2024-10-04,209.3,211.67,206.91,211.22,10213415,1.92,0.91734,209.775
JPM,2024-10-07,211.03,213.33,209.69,210.93,6718900,-0.1,-0.04738663,211.245
JPM,2024-10-08,210.58,211.33,208.38,210.75,6021800,0.17,0.08072941,210.26
JPM,2024-10-09,209.7,214.24,209.38,213.42,7024000,3.72,1.77,211.685
JPM,2024-10-10,214.81,214.81,211.47,212.84,7927100,-1.97,-0.91709,213.4825
JPM,2024-10-11,215.67,224.63,215.16,222.29,18320700,6.62,3.07,219.4375
JPM,2024-10-14,223.2,223.7,218.88,221.48,9048925,-1.72,-0.77061,221.815
JPM,2024-10-15,223.66,225.45,221.82,222.39,9235825,-1.27,-0.56783,223.33
JPM,2024-10-16,222.33,223.68,221.04,223.64,6382515,1.31,0.58921,222.6725
JPM,2024-10-17,224.27,225.85,223.31,224.42,6470200,0.15,0.06688367,224.4625
JPM,2024-10-18,225.0,225.92,223.1,225.37,7000543,0.37,0.16444,224.8475
JPM,2024-10-21,225.22,225.7,222.9,223.0,5870000,-2.22,-0.9857,224.205
JPM,2024-10-22,223.02,225.28,221.1,224.12,9586800,1.1,0.49323,223.38
JPM,2024-10-23,223.66,224.8,222.53,223.41,6180528,-0.25,-0.11178,223.6
JPM,2024-10-24,221.83,225.06,221.66,224.98,6002202,3.15,1.42,223.3825
JPM,2024-10-25,225.0,225.62,220.88,222.31,6369720,-2.69,-1.2,223.4525
JPM,2024-10-28,223.35,225.64,222.95,225.5,6843000,2.15,0.96261,224.36
JPM,2024-10-29,225.21,226.75,222.81,222.9,6580004,-2.31,-1.03,224.4175
JPM,2024-10-30,222.54,226.31,221.58,224.41,7110941,1.87,0.8403,223.71
JPM,2024-10-31,224.7,225.69,221.82,221.92,7829932,-2.78,-1.24,223.5325
JPM,2024-11-01,223.56,226.15,222.7,222.94,6923500,-0.62,-0.27733,223.8375
JPM,2024-11-04,222.65,223.76,219.17,219.78,8229600,-2.87,-1.29,221.34
JPM,2024-11-05,220.03,221.96,220.0,221.49,5600700,1.46,0.66355,220.87
JPM,2024-11-06,235.0,248.0,234.77,247.06,23987800,12.06,5.13,241.2075
JPM,2024-11-07,244.5,244.57,235.22,236.38,16451100,-8.12,-3.32,240.1675
JPM,2024-11-08,239.34,239.34,235.78,236.98,9502100,-2.36,-0.98604,237.86
JPM,2024-11-11,240.0,242.1,239.0,239.29,9017100,-0.71,-0.29583,240.0975
JPM,2024-11-12,240.55,241.46,238.76,239.56,6861000,-0.99,-0.41156,240.0825
JPM,2024-11-13,240.58,244.09,240.31,241.16,11472600,0.58,0.24108,241.535
JPM,2024-11-14,242.42,244.29,241.05,241.87,10172202,-0.545,-0.22688,242.4075
JPM,2024-11-15,241.46,246.42,241.46,245.31,11518836,3.85,1.59,243.6625
JPM,2024-11-18,247.76,247.93,242.68,245.03,9052600,-2.73,-1.1,245.85
JPM,2024-11-19,242.25,245.15,241.55,243.09,6792700,0.84,0.34675,243.01
JPM,2024-11-20,244.4,244.61,238.64,240.78,9015300,-3.62,-1.48,242.1075
JPM,2024-11-21,243.23,245.49,242.11,244.76,8783516,1.53,0.62903,243.8975
JPM,2024-11-22,243.61,249.15,243.03,248.55,7997307,4.94,2.03,246.085
JPM,2024-11-25,249.59,254.31,249.06,250.29,10295400,0.7,0.28046,250.8125
JPM,2024-11-26,250.49,251.0,248.34,249.97,6212142,-0.52,-0.20759,249.95
JPM,2024-11-27,249.35,251.19,248.77,249.79,5472300,0.44,0.17646,249.775
JPM,2024-11-29,249.86,251.77,249.45,249.72,5494825,-0.14,-0.05603138,250.2
JPM,2024-12-02,249.55,250.25,245.03,246.25,8899741,-3.3,-1.32,247.77
JPM,2024-12-03,248.23,249.04,244.63,244.82,6657700,-3.41,-1.37,246.68
JPM,2024-12-04,244.7,245.35,242.23,243.4,7346300,-1.3,-0.53126,243.92
JPM,2024-12-05,245.39,247.18,244.62,245.48,6572536,0.09,0.03667631,245.6675
JPM,2024-12-06,245.7,247.74,244.84,247.36,5519738,1.66,0.67562,246.41
JPM,2024-12-09,247.13,247.87,243.76,243.81,7076500,-3.32,-1.34,245.6425
JPM,2024-12-10,243.89,247.96,242.22,242.86,9108339,-1.03,-0.42232,244.2325
JPM,2024-12-11,244.0,244.27,242.18,243.53,7884442,-0.47,-0.19262,243.495
JPM,2024-12-12,243.0,244.1,241.04,241.53,6113800,-1.47,-0.60494,242.4175
JPM,2024-12-13,242.07,242.72,239.14,239.94,10392749,-2.13,-0.87991,240.9675
JPM,2024-12-16,240.61,240.67,237.52,239.58,9032044,-1.03,-0.42808,239.595
JPM,2024-12-17,238.65,239.02,236.63,238.36,8083635,-0.29,-0.12152,238.165
JPM,2024-12-18,239.0,239.07,229.53,230.37,11322400,-8.63,-3.61,234.4925
JPM,2024-12-19,232.27,236.36,232.27,232.96,11790800,0.69,0.29707,233.465
JPM,2024-12-20,231.92,239.21,231.59,237.6,32348414,5.68,2.45,235.08
JPM,2024-12-23,236.07,238.62,234.88,238.39,8611528,2.32,0.98276,236.99
JPM,2024-12-24,239.43,242.49,239.07,242.31,3729100,2.88,1.2,240.825
JPM,2024-12-26,241.43,243.26,240.79,243.14,4452168,1.71,0.70828,242.155
JPM,2024-12-27,242.72,243.39,240.04,241.17,5730607,-1.55,-0.6386,241.83
JPM,2024-12-30,238.77,240.84,237.11,239.32,5723800,0.55,0.23035,239.01
JPM,2024-12-31,240.05,241.44,239.03,239.71,4871000,-0.34,-0.14164,240.0575
JPM,2025-01-02,240.92,243.28,239.45,240.0,9220914,-0.92,-0.38187,240.9125
JPM,2025-01-03,243.89,244.88,240.26,243.28,9491100,-0.61,-0.25011,243.0775
JPM,2025-01-06,243.7,245.69,240.58,240.85,9917836,-2.84,-1.17,242.705
JPM,2025-01-07,242.14,245.26,240.9,243.17,8753400,1.03,0.42537,242.8675
JPM,2025-01-08,242.75,244.25,240.5,243.13,8675300,0.38,0.15654,242.6575
JPM,2025-01-10,243.09,243.81,238.74,239.87,10256829,-3.22,-1.32,241.3775
JPM,2025-01-13,239.67,244.54,239.0,244.21,10005315,4.54,1.89,241.855
JPM,2025-01-14,242.66,247.72,242.19,247.47,12407400,4.81,1.98,245.01
JPM,2025-01-15,250.4,253.67,243.68,252.35,18448520,1.95,0.77875,250.025
JPM,2025-01-16,254.0,257.04,252.33,254.27,15292348,0.27,0.1063,254.41
JPM,2025-01-17,254.14,260.62,252.14,259.16,17678101,5.02,1.98,256.515
JPM,2025-01-21,260.07,264.25,259.5,263.03,13712114,2.96,1.14,261.7125
JPM,2025-01-22,262.9,263.38,260.25,262.84,9021914,-0.06,-0.02282237,262.3425
JPM,2025-01-23,264.69,266.86,263.81,265.95,10749700,1.26,0.47603,265.3275
JPM,2025-01-24,263.69,267.1,263.01,264.84,7666300,1.15,0.43612,264.66
JPM,2025-01-27,264.17,265.97,262.26,265.9,7522300,1.73,0.65488,264.575
JPM,2025-01-28,265.85,267.33,264.83,267.14,7375400,1.29,0.48524,266.2875
JPM,2025-01-29,267.21,270.68,265.61,266.58,7684900,-0.63,-0.23577,267.52
JPM,2025-01-30,268.63,269.7,266.62,268.23,8753500,-0.4,-0.1489,268.295
JPM,2025-01-31,269.23,270.82,266.96,267.3,7196300,-1.93,-0.71686,268.5775
JPM,2025-02-03,261.83,268.17,261.7,266.81,8381400,4.98,1.9,264.6275
JPM,2025-02-04,269.84,269.84,266.83,267.94,5626000,-1.9,-0.70412,268.6125
JPM,2025-02-05,268.91,270.64,268.33,270.43,5704431,1.52,0.56524,269.5775
JPM,2025-02-06,272.45,276.98,271.19,276.9,7264400,4.45,1.63,274.38
JPM,2025-02-07,277.27,278.55,274.71,275.8,6857900,-1.47,-0.53017,276.5825
JPM,2025-02-10,276.15,276.18,269.59,271.04,8627400,-5.11,-1.85,273.24
JPM,2025-02-11,270.26,276.22,269.66,274.99,7196400,4.73,1.75,272.7825
JPM,2025-02-12,274.08,276.45,273.25,275.45,6683900,1.37,0.49985,274.8075
JPM,2025-02-13,275.5,276.97,273.81,276.32,8398700,0.82,0.29764,275.65
JPM,2025-02-14,277.37,279.23,276.45,276.59,5688627,-0.78,-0.28121,277.41
JPM,2025-02-18,276.76,279.97,276.02,279.95,7919800,3.19,1.15,278.175
JPM,2025-02-19,278.38,280.25,277.22,279.25,7007248,0.87,0.31252,278.775
JPM,2025-02-20,278.68,278.74,265.74,266.8,13846700,-11.87,-4.26,272.49
JPM,2025-02-21,268.32,269.2,262.84,264.24,12835600,-4.08,-1.52,266.15
JPM,2025-02-24,265.49,267.0,258.61,261.34,10372800,-4.15,-1.56,263.11
JPM,2025-02-25,262.23,263.0,253.35,257.4,9608439,-4.83,-1.84,258.995
JPM,2025-02-26,257.16,260.91,256.93,258.79,5943600,1.63,0.63385,258.4475
JPM,2025-02-27,260.18,263.64,257.86,259.05,8204447,-1.13,-0.43431,260.1825
JPM,2025-02-28,260.73,264.81,257.89,264.65,10467126,3.92,1.5,262.02
JPM,2025-03-03,264.0,266.32,257.82,260.62,9058307,-3.38,-1.28,262.19
JPM,2025-03-04,255.28,257.23,245.95,250.25,13465630,-5.03,-1.97,252.1775
JPM,2025-03-05,251.25,253.05,247.83,251.53,7861424,0.28,0.11144,250.915
JPM,2025-03-06,248.11,249.36,243.85,246.54,9983235,-1.57,-0.63278,246.965
JPM,2025-03-07,245.23,246.72,239.42,242.28,20498734,-2.95,-1.2,243.4125
JPM,2025-03-10,236.21,237.51,228.7,232.22,18887200,-3.99,-1.69,233.66
JPM,2025-03-11,231.75,233.32,226.69,229.14,18143000,-2.61,-1.13,230.225
JPM,2025-03-12,234.0,234.32,227.26,227.9,16054015,-6.1,-2.61,230.87
JPM,2025-03-13,229.3,229.5,224.23,225.19,16467900,-4.11,-1.79,227.055
JPM,2025-03-14,228.12,233.14,227.58,232.44,11962108,4.32,1.89,230.32
JPM,2025-03-17,231.18,235.67,230.46,233.93,9586025,2.75,1.19,232.81
JPM,2025-03-18,234.32,236.17,233.52,234.97,10344900,0.65,0.2774,234.745
JPM,2025-03-19,235.74,242.33,234.89,239.11,10120600,3.37,1.43,238.0175
JPM,2025-03-20,236.56,241.76,236.2,239.01,8328513,2.45,1.04,238.3825
JPM,2025-03-21,237.81,242.3,236.5,241.63,19326900,3.82,1.61,239.56
JPM,2025-03-24,245.48,248.69,244.41,248.06,9422700,2.58,1.05,246.66
JPM,2025-03-25,249.31,251.82,247.62,251.13,9287700,1.82,0.73001,249.97
JPM,2025-03-26,252.6,254.67,249.78,251.03,12785225,-1.57,-0.62154,252.02
JPM,2025-03-27,249.53,250.64,247.18,248.12,8022517,-1.41,-0.56506,248.8675
JPM,2025-03-28,246.94,249.51,241.11,242.85,11978417,-4.09,-1.66,245.1025
JPM,2025-03-31,239.41,245.86,237.36,245.3,13603000,5.89,2.46,241.9825
JPM,2025-04-01,242.62,245.69,240.88,243.66,8054700,1.04,0.42865,243.2125
JPM,2025-04-02,241.6,247.25,241.46,245.82,7758800,4.22,1.75,244.0325
JPM,2025-04-03,234.27,235.14,227.3,228.69,17188500,-5.58,-2.38,231.35
JPM,2025-04-04,215.31,217.7,208.93,210.28,27170700,-5.03,-2.34,213.055
JPM,2025-04-07,205.77,222.05,202.16,214.44,22914400,8.67,4.21,211.105
JPM,2025-04-08,223.52,227.84,213.25,216.87,19485734,-6.65,-2.98,220.37
JPM,2025-04-09,212.5,237.48,211.0,234.34,24022400,21.84,10.28,223.83
JPM,2025-04-10,230.0,230.35,220.1,227.11,18896440,-2.89,-1.26,226.89
JPM,2025-04-11,226.31,238.58,225.0,236.2,20284500,9.89,4.37,231.5225
JPM,2025-04-14,237.1,239.78,233.63,234.72,13017824,-2.38,-1.0,236.3075
JPM,2025-04-15,236.1,238.65,232.82,233.13,10912900,-2.97,-1.26,235.175
JPM,2025-04-16,232.0,233.58,227.93,229.61,9322325,-2.39,-1.03,230.78
JPM,2025-04-17,230.8,234.34,230.55,231.96,9557946,1.16,0.5026,231.9125
JPM,2025-04-21,230.63,231.81,226.34,228.99,8716200,-1.64,-0.7111,229.4425
JPM,2025-04-22,231.98,235.99,231.37,235.59,10701400,3.61,1.56,233.7325
JPM,2025-04-23,240.22,246.79,240.0,240.84,14126800,0.62,0.2581,241.9625
JPM,2025-04-24,239.74,245.47,237.58,244.64,9055200,4.9,2.04,241.8575
JPM,2025-04-25,244.65,245.62,241.75,243.55,8588600,-1.1,-0.44962,243.8925
JPM,2025-04-28,244.56,246.84,240.84,243.22,7394300,-1.34,-0.54792,243.865
JPM,2025-04-29,242.19,245.25,241.69,244.62,7216800,2.43,1.0,243.4375
JPM,2025-04-30,241.21,245.22,238.43,244.62,12991700,3.41,1.41,242.37
JPM,2025-05-01,242.84,248.45,242.17,246.89,8689600,4.05,1.67,245.0875
JPM,2025-05-02,251.26,253.62,249.46,252.51,7165044,1.25,0.49749,251.7125
JPM,2025-05-05,251.18,255.16,250.59,252.56,5450744,1.38,0.54941,252.3725
JPM,2025-05-06,250.0,252.65,249.0,249.25,6369934,-0.75,-0.3,250.225
JPM,2025-05-07,249.85,252.45,248.83,249.39,8724267,-0.46,-0.18411,250.13
JPM,2025-05-08,251.57,255.88,251.55,253.47,8320118,1.9,0.75526,253.1175
JPM,2025-05-09,254.5,255.51,252.34,253.08,5087639,-1.42,-0.55796,253.8575
JPM,2025-05-12,262.9,263.6,258.7,260.05,9603900,-2.85,-1.08,261.3125
JPM,2025-05-13,261.03,263.67,260.39,263.01,8589000,1.98,0.75853,262.025
JPM,2025-05-14,263.0,266.64,262.29,265.64,8643100,2.64,1.0,264.3925
JPM,2025-05-15,266.97,269.52,264.76,267.49,9214641,0.52,0.19478,267.185
JPM,2025-05-16,267.5,268.46,264.71,267.56,8932912,0.06,0.02242991,267.0575
JPM,2025-05-19,265.55,268.32,261.93,264.88,12145045,-0.67,-0.25231,265.17
JPM,2025-05-20,262.52,266.66,262.3,265.68,8436337,3.16,1.2,264.29
